Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
796,Grillot-Susini 1987,"Grillot-Susini, Françoise ",1987,"Éléments de grammaire élamite, Editions Recherche sur les Civilisations, «Synthèse» no. 29 (Paris)",,,,,,,
778,Ebeling 1953 (NBr Glossar),"Ebeling, Erich ",1953,"Glossar zu den neubabylonischen Briefen, SBAW 1953/1 (München)",,,,,,,
759,Corò 2005,",  ",2005,"Prebende templari in età seleucide, HANEM 8 (Padova)",,,,,,,
742,Bikerman 1938,"Bickerman, Elias J. ",1938,"Institutions des Séleucides, BAH 26 (Paris)",,,,,,,
726,Aaboe 1968,"Aaboe, Asger ",1968,"Some Lunar Auxiliary Tables and Related Texts from the Late Babylonian Period, KDVSMM 36/12 (Kopenhagen)",,,,,,,
687,YOS 1,"Clay, Albert T. ",1915,"Miscellaneous Inscriptions in the Yale Babylonian Collection. Yale Oriental Series, Babylonian Texts1 (New Haven)",,,,,,,
667,CT 51,"Walker, Christopher  Bromhead F.",1972,"Cuneiform Texts from Babylonian Tablets in the British Museum: Miscellaneous Texts, CT 51 (London)",51,,,7240,,,
646,Zadok 1977,"Zadok, Ran ",1977,On West Semites in Babylonia during the Chaldean and Achaemenian Periods. An Onomastic Study,,,,,,,
630,Watelin and Langdon,"Langdon, Stephen.H. ",1930,Excavations at Kish : the Herbert Weld (for the University of Oxford) and Field museum of natural history (Chicago) expedition to Mesopotamia,,,,,,,
613,"van de Mieroop, City","van de Mieroop, Marc ",1997,The Ancient Mesopotamian City. XV,,,,,,,
597,Tallqvist 1891,"Tallqvist, Knut L. ",1891,Babylonische Schenkungsbriefe,,,,,,,
577,Silver 1983,"Silver, Morris ",1983,Prophets and Markets. The Political Economy of Ancient Israel,,,,,,,
561,Oberhuber 1958-1960 (SAKF),"Oberhuber, Karl ",1958-1960,Sumerische und akkadische Keilschriftdenkmäler des Archäologischen Museums zu Florenz. Tafelband (1958). Textband (1960),,,,,,,
543,Postgate 1992,"Postgate, John Nicholas ",1992,Early Mesopotamia. Society and economy at the dawn of history,,,,,,,
525,Oelsner 1986 (Materialien),"Oelsner, Joachim ",1986,Materialien zur babylonischen Gesellschaft und Kultur in hellenistischer Zeit (Assyriologia 7),,,,,,,
508,McDowell 1935,"McDowell, R.H. ",1935,Coins from Seleucia on the Tigris (ebd. 37),,,,,,,
491,Landergott 1976,"Landergott, Joseff ",1976,"Seleukovská Mesopotamie, phil. Diss.",,,,,,,
472,Koldewey 1925,"Koldewey, Robert ",1925,"Das wiedererstehende Babylon, 4. Aufl.",,,,,,,
455,Jusifov 1968,"Jusifov, Ju.B. ",1968,Elam. Sozial-ökonomische Geschichte,,,,,,,
433,Häusler 1956,"Häusler, Ephraim ",1956,Sklaven und Personen minderen Rechts im Alten Testament,,,,,,,
417,Gibson 1972,"Gibson, McGuire ",1972,The City and area of Kish,,,,,,,
400,Elayi and Sapin 1995,"Elayi, Josette ",1995,"Recherches pluridisciplinaires sur une province de l´Empire Achéménide. Actes de la Table ronde ""La Transeuphratène et l´Égypte a l´époque perse"", Transeuphratène 9",,,,,,,
382,Delaporte 1923 (CCL),"Delaporte, Louis ",1923,"Catalogue des cylindres, cachets et pierres gravées de style oriental. 2. Acquisitions",,,,,,,
361,Cook 1983,"Cook, John M. ",1983,The Persian Empire,,,,,,,
344,Brunner 1959,"Brunner, Gottfried ",1959,Der Nabuchodonosor des Buches Judith. Beitrag zur Geschichte Israels nach dem Exil und in den ersten Regierungsjahren Darius´ I.,,,,,,,
326,Bongenaar 1997,"Bongenaar, A.C.V.M. ",1997,The Neo-Babylonian Ebabbar Temple at Sippar: Its Administration and its Prosopography,,,,,,,
309,BabAr 1,"Wunsch, Cornelia ",2002,Mining the archives (Fs. Walker),,,,,,,
286,OIP 97,"Biggs, Robert D. C.",1978,Nippur II. The North Temple and the Sounding E. Excavations of the Joint Expedition to Nippur of The American Schools of Oriental Research and The Oriental Institute of the University of Chicago ,,,,5815,,,
229,OIP 78,"Haines, Richard C.",1967,"Nippur I: Temple of Enlil, Scribal Quarter, and Soundings",78,,,,,,
190,CT 57,"Pinches, Theophilus G. ",1982,Cuneiform Texts from Babylonian Tablets in the British Museum,,,,6025,,,
140,CTMMA 3,"Spar, Ira ",2000,"Private Archive Texts from the First Millennium B.C. Cuneiform Texts in the Metropolitan Museum of Art. III. (New York,Turnhout)",3,,,8546,,,
55,BIN 2,"Keiser, Clarence  E.",1920,"Historical, Religious and Economic Texts and Antiquities. Babylonian Inscriptions in the Collection of James B. Nies 2 (New Haven).",2,,,,,,
4121,Tavernier 2007 ,"Tavernier, Jan ",2007,"Iranica in the Achaemenid Period (ca. 550-330 B.C.) Lexicon of Old Iranian Proper Names and Loanwords, Attested in Non-Iranian Texts (OLA 158) ",,,,,,,
4101,Sandowicz 2012,"Sandowicz, Malgorzata ",2012,"Oaths and Curses. A Study in Neo- and Late Babylonian Legal Formulary, Alter Orient und Altes Testament 398 (Münster)",,,,,,,
4080,Heller 2010,"Heller, André ",2010,"Das Babylonien der Spätzeit (7.-4. Jh.) in den kassitischen und keilschriftlichen Quellen, Oikumene Studien zur antiken Weltgeschichte 7 (Berlin)",,,,,,,
4061,Briant 2015,"Briant, Pierre ",2015,Darius in the Shadow of Alexander (Cambridge/London),,,,,,,
911,Wiesehöfer 1978,"Wiesehöfer, Josef ",1978,"Der Aufstand Gaumātas und die Anfänge Dareios´ I, Habelts Dissertationsdrucke, Reihe Alte Geschichte, Heft 13 (Bonn)",,,,,,,
895,Strommenger 1967,"Strommenger, Eva ",1967,"Gefäße aus Uruk von der neubabylonischen Zeit bis zu den Sasaniden, ADFU 7 (Berlin (-West))",,,,,,,
879,San Nicolò 1922,"Nicolò, Mariano San",1922,"Die Schlussklauseln der altbabylonischen Kauf- and Tauschverträge. Ein Beitrag zur Geschichte des Barkaufes, Münchener Beiträge zur Papyrusforschung and antiken Rechtsgeschichte 4 (München)",,,,,,,
863,Pfisterer 2000,"Pfisterer, Mathias ",2000,"Ein Silberschatz vom Schwarzen Meer - Beobachtungen zum Geldumlauf im Achaimenidenreich, Studia Iranica. Cahier 22 (Paris)",,,,,,,
844,McDowell 1935a,"McDowell, R.H. ",1935,"Stamped and inscribed objects from Seleucia on the Tigris, University of Michigan Studies, Humanistic Series 36 (Ann Arbor)",,,,,,,
828,Koch 1992,"Koch, Heidemarie ",1992,"Es kündet Dareios der König ... Vom Leben im persischen Großreich, Kulturgeschichte der antiken Welt, Vol. 55 (Mainz)",,,,,,,
812,Hunger 1992,"Hunger, Hermann ",1992,"Astrological Reports to Assyrian Kings, SAA 8 (Helsinki)",,,,,,,
795,Grayson 1975,"Grayson, Albert K. ",1975,"Babylonian Historical-Literary Texts, Toronto Semitic Texts and Studies 3 (Toronto)",,,,,,,
777,Ebeling 1949 (NBr),"Ebeling, Erich ",1949,Neubabylonische Briefe ABAW NF 30 (München),,,,,,,
758,Coogan 1976,"Coogan, Michael David ",1976,"West Semitic Personal Names in the Murašû Documents, Harvard Semitic Monographs 7 (Missoula)",,,,,,,
741,Bidmead 2002,"Bidmead, Julye ",2002,"The Akītu Festival. Religious Continuity and Royal Legitimation in Mesopotamia, Gorgias Dissertations Near Eastern Studies 2 (New Jersey)",,,,,,,
725,"Wetzel, Unger 1930","Unger, Eckhard ",1930,"Die Stadtmauern von Babylon, WVDOG 48 (Leipzig)",,,,,,,
686,ABC,"Grayson, Albert K. ",1975,"Assyrian and Babylonian Chronicles. TCS 5 (Locust Valley, N.Y.). ",,,,,,,
666,CT 49,"Kennedy, Douglas A. ",1968,"Cuneiform Texts from Babylonian Tablets in the British Museum: Late-Babylonian Economic Texts, CT 49 (London)",49,,,,,,
645,Zadok 1976,"Zadok, Ran ",1976,The Jews in Babylonia in the Chaldean and Achaemenian Periods in the Light of the Babylonian Sources,,,,,,,
629,Walser 1965,"Walser, Gerold ",1965,Audienz beim persischen Großkönig. Zur Geschichte des Hofzeremoniells in der Antike,,,,,,,
612,van de Mieroop 1999,"van de Mieroop, Marc ",1999,Cuneiform Texts and the Writing of History,,,,,,,
596,Tallqvist 1890,"Tallqvist, Knut L. ",1890,"Die Sprache der Contracte Nabû-nā'ids (555-538 v.Chr.), mit Berücksichtigung der Contracte Nebukadrezars und Cyrus'",,,,,,,
576,Shiff 1987,"Shiff, Laurence B. ",1987,The Nūr-Sîn Archive: Private Entepreneurship in Babylon (603-507 BC),,,,,,,
560,Sack 1991,"Sack, Ronald H. ",1991,Images of Nebuchadnezzar. The Emergence of a Legend.,,,,,,,
542,Posener 1936,"Posener, Georges ",1936,La première domination Perse en Égypte,,,,,,,
524,OECT 9,"McEwan, Gilbert J.P. ",1982,Texts from Hellenistic Babylonia in the Ashmolean Museum. with Notes on the Seal Impressions by the Late Briggs Buchanan (OECT 9),,,,,,,
506,Mayrhofer 1973,"Mayrhofer, Manfred ",1973,"Onomastica Persepolitana. Das altiranische Namengot der Persepolis-Täfelchen (Sitzungsberichte der Österreichischen Akadamie der Wissenschaften, Phil.-hist. Kl., 286, Veröffentlichungen der Iranischen Kommission, 1)",,,,,,,
490,Lambert 1960,"Lambert, Wilfred G. ",1960,Babylonian Wisdom Literature,,,,,,,
471,Kohlmeyer 1991,"Kohlmeyer, Kay ",1991,Wiedererstehendes Babylon. Eine antike Weltstadt im Blick der Forschung,,,,,,,
451,Junge 1944,"Junge, Peter Julius ",1944,"Dareios I, König der Perser",,,,,,,
432,Hausleiter and Kerner and Müller-Neuhof,"Hausleiter, Arnulf ",2002,"Material Culture and Mental Spheres. Rezeption archäologischer Denkrichtungen in der Vorderasiatischen Altertumskande (Internationales Symposium für Hans J. Nissen, Berlin, 23-24. Juni 2000)",,,,,,,
416,Ghirshman 1955,"Ghirshman, Roman ",1955,Iran: From the Earliest Times to the Islamic Conquest ( Penguin Books),,,,,,,
399,Ehrenkranz 1936,"Zer-Kavod (Ehrenkranz), Mordecai ",1936,Beiträge zur Geschichte der Bodenpacht in neubabylonischer Zeit.,,,,,,,
381,Delaporte 1912 (EA),"Delaporte, Louis ",1912,Épigraphes Araméens. Etudes des textes araméens gravés ou écrits sur des tablettes cunéiformes,,,,,,,
360,Colledge 1967,"Colledge, Malcolm A.R. ",1967,The Parthians,,,,,,,
343,Brosius 1996,"Brosius, Maria ",1996,Women in Ancient Persia 559-331 BC,,,,,,,
325,Boll 1966,"Boll, Franz ",1966,Sternglaube und Sterndeutung. Die Geschichte und das Wesen der Astrologie,,,,,,,
308,AUWE 5,"Gehlken, Erlend ",1990,Uruk. Spätbabylonische Wirtschaftstexte aus dem Eanna-Archiv. Teil I. Texte verschiedenen Inhalts (AUWE 5),,,,5660,,,
285,Bezold 1891,"Bezold, Carl ",1891,Catalogue of the Cuneiform Tablets of the Kouyunjik Collection of the British Museum II,,,,,,,
228,Moorey 1978,"Moorey, P. Roger S. ",1978,"Kish Excavations 1923–1933. With a Microfiche Catalogue of the Objects in Oxford excavated by the Oxford – Field Museum, Chicago Expedition to Kish in Iraq, 1923–1933",,,,,,,
183,Evetts,"Evetts, Basil Thomas A. ",1892,"Inscriptions of the Reigns of Evil-Merodach (B.C. 562-559), Neriglissar (B.C. 559-555), and Laborosoarchod (B.C. 555), Babylonische Hefte VI-B (Leipzig)",,,,,,,
115,CT 22,"Thompson, R. Campbell ",1906,Cuneiform Texts from Babylonian Tablets in the British Museum,22,,,7076,,,
52,TMH 2/3,"Krückmann, O. ",1933,Neubabylonische Rechts- und Verwaltungstexte. Texte und Materialien der Frau Professor Hilprecht Collection of Babylonian Antiquities im Eigentum der Universität Jena (Leipzig).,2/3,,,6812,,,
4118,Moldenke 1893,"Moldenke, Alfred B. ",1893,Cuneiform Texts in the Metropolitan Museum of Art,,,,5563,,,
4100,Rochberg 2010,"Rochberg-Halton, Francesca ",2010,"In the Path of the Moon: Babylonian Celestial Divination and Its Legacy, Ancient Magic and Divination 6 (Leiden)",,,,,,,
4079,Hackl and Jursa and Schmidl 2014,"Hackl, Johannes ",2014,"Spätbabylonische Privatbriefe, Alter Orient und Altes Testament 414/1 (Münster)",,,,,,,
4060,Bodi 2010,"Bodi, Daniel ",2010,"Israël et Juda: à l’ombre des Babyloniens et des Perses, Études d’archéologie et d’histoire ancienne (Paris)",,,,,,,
910,Wetzel;Weissbach 1938,"Weissbach, Franz H.",1938,"Das Hauptheiligtum des Marduk in Babylon, Esagila und Etemenanki, WVDOG 59 (Leipzig)",,,,,,,
894,Strassmaier 1886,"Strassmaier, Johann N. ",1886,"Alphabetisches Verzeichnis der assyrischen und akkadischen Wörter . . . .Alphabetisches Verzeichniss der assyrischen und akkadischen Wörter der ""Cuneiform Inscriptions of Western Asia"" vol. II : sowie anderer meist unveröffentlichter Inschriften mit zahlreichen Ergänzungen und Verbesserungen und einem Wörterverzeichniss zu den in den Verhandlungen des VI. Orientalisten-Congresses zu Leiden veröffentlichten babylonischen Inschriften AB 4 (Leipzig)",,,,,,,
878,Salonen 1970,"Salonen, Erkki ",1970,"Über das Erwerbsleben im alten Mespotamien, Studia Orientalia 41 (Helsinki)",,,,,,,
861,Pedde;Heinz;Müller-Neuhof 2000,"Heinz, Marlies ",2000,"Uruk - Kleinfande IV - Metall- und Steinobjekte im Vorderasiatischen Museum zu Berlin, AUWE 21 (Mainz am Rhein)",,,,,,,
843,Mayrhofer 1968,"Mayrhofer, Manfred ",1968,"Die Rekonstruktion des Medischen, Anzeiger der Phil.-Hist. Klasse der Österreichischen Akademie der Wissenschaften 1968/1 (Wien)",,,,,,,
827,Koch 1990,"Koch, Heidemarie ",1990,"Verwaltung und Wirtschaft im persischen Kernland zur Zeit der Achämeniden, TAVO B 89 (Wiesbaden)",,,,,,,
811,Hunger 1968,"Hunger, Hermann ",1968,"Babylonische und assyrische Kolophone, AOAT 2 (Neukirchen)",,,,,,,
794,Grainger 1997,"Grainger, John D. ",1997,"A Seleukid Prosopography and Gazetteer, Mnemosyne Supplements 172 (Leiden, New York, Köln )",,,,,,,
776,Ebeling 1930-1934 (NBrU),"Ebeling, Erich ",1930-1934,"Neubabylonische Briefe aus Uruk, Beiträge zur Keilschriftforschung and Religionsgeschichte des Vorderen Orients 1-4 (Berlin)",,,,,,,
757,Cole 1996,"Cole, Steven W. ",1996,"Nippur in Late Assyrian Times c. 755-612 BC, SAAS 4 (Helsinki)",,,,,,,
740,Berger 1973,"Berger, Paul-R. ",1973,"Die neubabylonischen Königsinschriften. Königsinschriften des ausgehenden babylonischen Reiches (626-539 v. Chr.). Teil I, AOAT 4/1 (Kevelaer and Neukirchen-Vluyn)",,,,,,,
724,Kellens 1991,"Kellens, Jean ",1991,"La religion iranienne à l´époque achéménide, IrAn Supplément V (Ghent)",,,,,,,
685,TCL 6,"Thureau-Dangin, François ",1922,Tablettes d'Uruk à l'usage des prêtres du temple d'Anu au temps des Séleucides. Textes cunéiformes du Louvre 6.,6,,,,,,
665,BRM 2,"Clay, Albert T. ",1913,"Legal Documents from Erech Dated in the Seleucid Era (312-65 B.C.), Babylonian Records in the Library of J. Pierpont Morgan 2 (New York)",2,,,,,,
644,YOS 17,"Weisberg, David B. ",1980,"Texts from the Time of Nebuchadnezzar. Including 21 plates by Raymond P. Dougherty. Yale Oriental Series, Babylonian Texts 17 (New Haven)",,,,8198,,,
628,Walker 1981,"Walker, Christopher  Bromhead F.",1981,"Cuneiform Brick Inscriptions in the British Museum, the Ashmolean Museum, Oxford, the City of Birmingham Museums and Art Gallery, the City of Bristol Museum and Art Gallery",,,,,,,
611,Vallat 1993,"Vallat, François ",1993,Répertoire Géographique des Textes cuneiformes XI: Les noms géographiques des sources suso-élamites,,,,,,,
595,Tadmor 1994,"Tadmor, Hayim ",1994,"The Inscriptions of Tiglah-Pileser III, King of Assyria. Critical Edition, with Introduction, Translations and Commentary",,,,,,,
575,Sherwin-White and Kuhrt  1993,"Kuhrt, Amélie ",1993,From Samarkhand to Sardis. A New Approach to the Seleucid Empire,,,,,,,
559,Sack 1994 (Documents),"Sack, Ronald H. ",1994,Cuneiform Documents from the Chaldean and Persian Periods,,,,8196,,,
541,Porten 1968,"Porten, Bezalel ",1968,Archives from Elephantine,,,,,,,
523,Neugebauer 1957,"Neugebauer, Otto ",1957,"""Saros"" and Lunar Velocity in Babylonian Astronomy= Mat. Fys. Meddelelser. Kongelige Danske Videnskabernes Selskab 31, 4",,,,,,,
505,Maul 1994,"Maul, Stefan M. ",1994,Zukunftsbewältigung. Eine Untersuchung altorientalischen Denkens anhand der babylonisch-assyrischen Löserituale (Namburbi) (BaF 18),,,,,,,
489,Lafont 1997,"Lafont, Sophie ",1997,Jurer et maudire: pratiques politiques et usages juridiques du serment dans le Proche-Orient ancien. Actes de la table ronde organisée par Francis Joannès et Sophie Lafont,,,,,,,
470,"Kohler, Ungnad, ARU (1913)","Kohler, Josef ",1913,Assyrische Rechtsurkunden in Umschrift und Übersetzung …,,,,,,,
448,Joannès 1984,"Joannès, Francis ",1984,Les tablettes cunéiformes d'époque néo-babylonienne de Nippur conservées au Musée de l'Ancien Orient d'Istanbul,,,,,,,
431,Gyles 1959,"Gyles, Mary F. ",1959,"Pharonic Policies and Administration, 663 to 323 B.C.",,,,,,,
415,Ghirshman 1954,"Ghirshman, Roman ",1954,"Village perse-achéménide (= Mémoires de la Mission archéologique en Iran, 36. Mission de Susiane)",,,,,,,
397,Eddy 1961,"Eddy, Samuel K. ",1961,"The King is Dead. Studies in the Near Eastern Resistance to Hellenism, 334-31 B.C.",,,,,,,
380,de Clercq and Ménant 1890-1903 (Coll. de Clercq),"de Clercq, Louis ",1890-1903,Collection de clercq catalogue Methodique et raisonne antiquites assyriennes,,,,,,,
359,Cohen 1993,"Cohen, Mark E. ",1993,The Cultic Calendars of the Ancient Near East,,,,,,,
342,Brinkman 1976,"Brinkman, John A. ",1976,Cuneiform Texts in the St. Louis Public Library,,,,,,,
2454,NABU 1988/26,"Cavigneaux, Antoine",1988,Lexicographie,26,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2438,NABU 1987/124,"Charpin, Dominique",1987,Découvertes épgrapgiques à Larsa (Autome 1987),124,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2422,"Mesopotamia 43 (2008), 181-182","Verderame, Lorenzo",2008,"Rv. J.M. Steele (ed), Calendars and Years: Astronomy and Time in the Ancient Near East.",43,181-182,Mesopotamia,,,,
2406,"Mesopotamia 25 (1990), 240-242","Invernizzi, Antonio",1990,"Rv. K. Limper, Uruk. Perlen - Ketten - Anhänger (AUWE 2), Mainz 1988 (Philipp v. Zabern)",25,240-242,Mesopotamia,,,,
2390,"MARI 4 (1985), 579-583","Gasche, Hermann",1985,"Tell ed-Dēr et Abu Habbah: Deux villes situées à la croisée des chemins nord-sud, est-ouest",4,579-583,"Mari, Annales de Recherches Interdisciplinaires",,,,
2374,"Klio 70 (1988), 412-421","McEwan, Gilbert J.P.",1988,Babylonia in the Hellenistic Period,70,412-421,Klio,,,,
2358,"JNES 67 (2008), 150-151","Chavalas, Mark W.",2008,"Rv. R. H. Sack, Images of Nebuchadnezzar. The Emergence of a Legend, 2d ed Rev. And expanded.",67,150-151,Journal of Near Eastern Studies,,,,
2342,"JNES 6 (1947), 116-120","Oppenheim, A. Leo",1947,A Fiscal Practice of the Ancient Near East,6,116-120,Journal of Near Eastern Studies,,,,
2326,"JNES 52 (1993), 60-61","Farber, Walter",1993,"Rv. F. Joannès, Archives de Borsippa. La famille Ea-ilûta-bâni (1989)",52,60-61,Journal of Near Eastern Studies,,,,
2310,"JNES 42 (1983), 265-270","Sherwin-White, Susan",1983,Babylonian Chronicle Fragments as a Source for Seleucid History,42,265-270,Journal of Near Eastern Studies,,,,
2294,"JNES 29 (1970), 212-213","Renger, Johannes",1970,"Rv. S.S. Ahmed, Southern Mesopotamia in the Time of Ashurbanipal",29,212-213,Journal of Near Eastern Studies,,,,
2277,"JNES 19 (1960), 90-100","Hallock, Richard T.",1960,A New Look at the Persepolis Treasury Tablets,19,90-100,Journal of Near Eastern Studies,,,,
2261,"JNES 1 (1942), 369-372","Oppenheim, A. Leo",1942,The Neo-Babylonian Preposition LA,1,396-372,Journal of Near Eastern Studies,,,,
2245,"JESHO 42 (1999), 303-325","Grainger, John D.",1999,Prices in Hellenistic Babylonia,42,303-325,Journal of the Economic and Social History of the Orient,,,,
2229,"JEOL 34 (1995/1996), 45-49","Zawadzki, Stefan",1995-1996,The Circumstances of Darius II´s Accession in the Light of BM 54557 as Against Ctesias´ Account,34,45-49,Jaarbericht van het Voor-Aziatisch-Egyptisch-Gezelschap Ex Oriente Lux,,,,
2212,"JCS 58 (2006), 63-96","Rutz, Matthew",2006,Textual Transmission between Babylonia and Susa: A New Solar Omen Compendium.,58,63-96,Journal of Cuneiform Studies,,,,
2196,"JCS 48 (1996), 61-87","Robbins, Ellen",1996,Tabular Sacrifice Records and the Cultic Calendar of Neo-Babylonian Uruk,48,61-87,Journal of Cuneiform Studies,,,,
2180,"JCS 40 (1988), 124-126","Weisberg, David B.",1988,"Rv. E.V. Leichty, Catalogue of the Babylonian Tablets in the British Museum. Vol.VI, Tablets from Sippar, 1 (1986)",40,124-126,Journal of Cuneiform Studies,,,,
2163,"JCS 24 (1972), 105-106","Sack, Ronald H.",1972,Some Miscellaneous Neo-Babylonian Documents,24,105-106,Journal of Cuneiform Studies,,,,
2147,"JCS 10 (1956), 1-10","von Voigtlander, W.C.-Benedict, Benedict",1956,"Darius´ Bisitun Inscription, Babylonian Version, Lines 1-19",10,1-10,Journal of Cuneiform Studies,,,,
2131,"JAOS 91 (1971), 494-503","Renger, Johannes",1971,"Notes on the Goldsmiths, Jewelers and Carpenters of Neobabylonian Eanna,",91,494-503,Journal of the American Oriental Society,,,,
2115,"JAOS 61 (1941), 213-215","Neugebauer, Otto",1941,"On a Special Use of the Sign ""zero"" in Cuneiform Astrnomical Texts",61,213-215,Journal of the American Oriental Society,,,,
2099,"JAOS 122/1 (2002), 105-106","Dandamayev, Muhammed A.",2002,"Rv. C. Wunsch, Das Egibi-Archiv, I: Die Felder und Gärten",122/1,105-106,Journal of the American Oriental Society,,,,
2083,"JAOS 117 (1997), 167-169","Pearce, Laurie E.",1997,"Rv. R.H. Sack, Cuneiform Documents from the Chaldean and Persian Periods (1994)",117,167-169,Journal of the American Oriental Society,,,,
2067,"JAOS 108 (1988), 165-166","Dandamayev, Muhammed A.",1988,"Rv. E.V. Leichty, Catalogue of the Babylonian Tablets in the British Museum. Vol.VI, Tablets from Sippar, 1 (1986)",108,165-166,Journal of the American Oriental Society,,,,
2051,"JANES 24 (1996), 35-44","Horowitz, Wayne",1996,The 360 and 364 Day Year in Ancient Mesopotamia,24,35-44,Journal of the Ancient Near Eastern Society of Columbia University,,,,
2035,"JA 281 (1994), 19-60","Herrenschmidt, Clarisse",1994,La version élamite de la trilingue de Behistun. Une nouvelle lecture,281,19-60,Journal Asiatique,,,,
2019,"JA 243 (1955), 117-118","Benveniste, Émile",1955,"Rv. E.F. Schmidt, Persepolis I: Structures, Reliefs, Inscriptions",243,117-118,Journal Asiatique,,,,
2003,"Iraq 70 (2008), 205-213.","Wells, Bruce",2008,Pre-trial negotiations: the case of the Runaway slave in Dar. 53.,70,205-213,Iraq,,,,
1987,"Iraq 63 (2001), 171-181","Al-Rawi, Farouk , N.H.",2001,Tablets from the Sippar library IX. A ziqpu-star planisphere,63,171-181,Iraq,,,,
1971,"Iraq 46 (1984, publ.1985), 131-140","Black, Jeremy A.",1984 publ. 1985,"A Clay Tablet with Greek Letters in the Ashmolean Museum and the ""Graeco-Babyloniaca"" Texts",46,131-140,,,,,
1955,"Iraq 29 (1967), 117-132","Biggs, Robert D.",1967,"More Babylonian ""Prophecies""",29,117-132,Iraq,,,,
1939,"IrAn 41 (2006), 59-69.","Waters, Matthew, W.",2006,A Neo-Elamite Royal Family.,41,59-69,Iranica Antiqua,,,,
1923,"Iran 23 (1985), 21-37","Moorey, P. Roger S.",1985,The Iranian Contribution to Achaemenid Material Culture,23,21-37,Iran. Journal of the British Institute of Persian Studies,,,,
1907,"Incontri Linguistici 5 (1979), 61-72","Schmitt, Rüdiger",1979,"Artaxerxes, Ardašir and Verwandte",5,61-72,Incontri Linguistici,,,,
1891,"History Today 17 (1967), 236-241","Woodcock, George",1967,Persia and Persepolis. Part I,17,236-241,History Today,,,,
1875,"FuB 28 (1990), 41-46","Klengel-Brandt, Evelyn",1990,Gab es ein Museum in der Hauptburg Nebukadnezars II. in Babylon?,28,41-46,"Forschungen und Berichte, Staatliche Museen zu Berlin",,,,
1859,"Droit et Cultures 39 (2000/2001), 39-57","Glassner, Jean-Jacques",2000/2001,Questions mésopotamiennes à propos de l´esclavage,39,39-57,Droit et Cultures,,,,
1843,"DAFI 4 (1974), 161-170","Vallat, François",1974,Les textes cunéiformes de la statue de Darius,4,161-170,Cahiers de la Délégation Archéologique Française en Iran,,,,
1827,"Centaurus 34 (1991), 91-114","Jones, Alexander",1991,Babylonian and Greek Astronomy in a Papyrus Concerning Mars,34,91-114,Centaurus,,,,
1811,"BSOAS 64/2 (2001), 268","Verderame, Lorenzo",2001,"Rv. D. Brown, Mesopotamian Planetary Astronomy-Astrology",64/2,268,Bulletin of the School of Oriental and African Studies,,,,
1794,"BSOAS 51 (1988), 121-122","Healey, J.F.",1988,"Rv. D.J. Wiseman, Nebuchadrezzar and Babylon (1985)",51,121-122,Bulletin of the School of Oriental and African Studies,,,,
1778,"BSOAS 35 (1972), 609-614","Shapur Shahbazi, Alireza",1972,The 'One Year' of Darius Re-examined,35,609-614,Bulletin of the School of Oriental and African Studies,,,,
1762,"BOR 6 (1892/1893), 35-36","Pinches, Theophilus G.",1892/1893,Rough Notes on some Texts of the Seleucidae,6,35-36,Babylonian and Oriental Record,,,,
1746,"BMECCJ 10/1-2 (1967), 39-53","Sato, Susumu",1967,On the Disputed Elamite šaki in the Persepolis Treasury Tablets,10/1-2.,39-53,Bulletin of the Middle Eastern Culture Center in Japan,,,,
1730,"BiOr 65 (2008), 712-717","George, Andrew, R.",2008,"Rv. O. Pedersén, Archive und Bibliotheken in Babylon. Die Tontafeln der Grabung Robert Koldeweys 1899-1917.",65,712-717,Bibliotheca Orientalis,,,,
1714,"BiOr 59/3/4 (2002), 245-259","Lipiński, Edward",2002,New Aramaic Clay Tablets,59/3/4,245-259,Bibliotheca Orientalis,,,,
1697,"BiOr 53 (1996), 545-546","Moorey, P. Roger S.",1996,"Rv. E. Rehm, Der Schmuck der Achämeniden (AVO 2, 1992)",53,545-546,Bibliotheca Orientalis,,,,
1680,"BiOr 45 (1988), 151-155","Joannès, Francis",1988,"Rv. B. Funck, Uruk zur Seleukidenzeit. Eine Untersuchung zu den spätbabylonischen Pfründentexten als Quelle der Erforschung der sozialökonomischen Entwicklung der hellenistischen Stadt (1984)",45,151-155,Bibliotheca Orientalis,,,,
1664,"BiOr 37 (1980 publ. 1981), 70-71","van Espen, Paula",1980 publ. 1981,"Rv. E. Salonen, Neubabylonische Urkunden verschiedenen Inhalts, II",37,70-71,Bibliotheca Orientalis,,,,
1648,"BiOr 23 (1966), 212-213","Jonkers, E.J.",1966,"Rv. G. Binder, Die Aussetzung des Königskindes. Kyros and Romulus",23,212-213,Bibliotheca Orientalis,,,,
1632,"BiOr 13 (1956), 108-110","van der Waerden, Bartel L.",1956,Babylonische Planetenberechnung in Ägypten und Indien,13,108-110,Bibliotheca Orientalis,,,,
1616,"BCSMS 5 (2010), 13-23.","Kozuh, Michael",2010,On the Generation of Administrative Texts at the Eanna of Uruk.,5,13-23,Bulletin. The Canadian Society for Mesopotamian Studies,,,,
