Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
8295,VAT 131,VS 5,61,Each,Babylon city,Leases,-,VII,-,2,-,Dar,-,"Lease of house: <strong>B</strong> rents to <strong>A</strong> his house which is next to that of <strong>C</strong>. The rent is 15 shekels of silver per year. <strong>A</strong> is to renew (<em>&scaron;an&ucirc;</em>) the roof and repair (<em>batqa ṣabātu</em>) the drain (<em>asurr&ucirc;</em>). In Nisannu (I), D&ucirc;zu (IV) and Kislīmu (IX) he is to make additional payments (<em>nūptu</em>). He is to pay half the silver at the beginning of the year and the rest in the middle. The house is his from the 1<sup>st</sup> of Ta&scaron;rītu (VII). Addendum: Each party has taken a copy. 2 witnesses and the scribe (Bēl-iddin/Tabn&ecirc;a//As&ucirc;).<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-lū-salim/Iddin-Nab&ucirc;; <strong>B</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>C</strong> = Ṭāb-ṣilli-Marduk/Balāṭu//Rab-ban&ecirc;<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 5 61,Nappāhu,15,"Baker 2004, No. 85",VAT 131,,,520,520,,,,,,,,,Landscape,,,,,,,,,,,,,
8279,VAT 388,VS 6,143,Each,Babylon city,Receipts,-,II,-,25,[ ]?,Dar,-,"Receipt of king&rsquo;s share in prebendary income: <strong>A</strong> receives from <strong>B</strong> the royal rations (<em>kurummat &scaron;arri</em>) from the <em>quqq&ucirc;</em>-offerings of the sheep and lamb of the temple of I&scaron;hara for the months Simānu (III), Kislīmu (IX) and Ṭebētu (X) of the 25<sup>th</sup> year of Darius. 3 witnesses and the scribe (Nidintu-Marduk//Rab-ban&ecirc;).<br />
&nbsp;<br />
<strong>A</strong> = Nidintu/Bēl-eṭēri-Nab&ucirc; (<em>&scaron;irku</em> of Marduk); <strong>B</strong> = &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 6 143,Nappāhu,28,"Baker 2004, No. 69",VAT 388,,,,,,,,,,,,,Landscape,,,,,,,,497/496,,,,,
8263,BM 77555+,Baker 2004,58,NB,Babylon city,Free gifts,-,IV,-,32,-,Nbk,-,"Bequest of butcher&rsquo;s prebends of I&scaron;hara and Papsukkal: <strong>B</strong> gives to <strong>A</strong> his two butcher&rsquo;s prebends before I&scaron;hara in E&scaron;asurra in &Scaron;uanna and Papsukkal of Ekitu&scaron;girzal, the temple of Bēlet-Eanna on the canal bank in the Newtown in Babylon. The prebends comprise ox and sheep of the royal sacrifice and the sacrifice of the <em>kāribu</em>, <em>gin&ucirc;</em>, <em>quqq&ucirc;</em> for the whole year, a &ldquo;coil&rdquo; (<em>tīrānu</em>), a brain(?) (<em>gabbu</em>), <em>gan ṣēli</em>-meat, meat trimmings (<em>nukāsātu</em>), the epigastrum (<em>kar&scaron;u</em>), <em>naṣraptu</em>-meat, and every year four hides of sheep(?) before I&scaron;hara, the omasum (<em>riqītu</em>), <em>bāb urkāti</em>-meat, <em>hilidamu</em>-meat, the fatty tissue around the intestines (<em>hinṣu</em>) not cut off (<em>qarā&scaron;u</em>), and ox, sheep, birds and lamb of the 8<sup>th</sup> of Nisannu (I), and a shoulder share of ox and sheep before Papsukkal. After the operative section a curse formula invoking Marduk, Zarpanītu, I&scaron;hara and Papsukkal and directed against a violaton of the agreement&nbsp; and an oath formula invoking Marduk, Zarpanītu and Nebuchadnezzar follow (<em>nī&scaron; &hellip; izzakrū</em> [<em>zakāru</em>]). 4 witnesses and the scribe (Ea-&scaron;umu-uṣur/Nab&ucirc;-zēru-lī&scaron;ir//Rēˀ&ucirc;). (All three tablets are copies of a damaged original that we do not possess.)<br />
&nbsp;<br />
<strong>A</strong> = Nab&ucirc;-balāssu-iqbi/&Scaron;addinnu//Ileˀˀi-Marduk; <strong>B</strong> = Izkur-Marduk/Imbia//Ileˀˀi-Marduk<br />
&nbsp;",,Matthias Adelhofer (16/02/17),Baker 2004 58,Nappāhu,29,Nbk. 247; Nbk. 416; Baker 2004 58a,BM 77555+,BM 77529,8264,573,573,,,,BM 77792,,,,-,Landscape,,,,,,,,,,,,,
8247,VAT 179,VS 5,72,Each,Babylon city,Receipts,-,III,-,9,-,Dar,-,"Receipt for barley: <strong>A </strong>receives from <strong>B</strong> an unspecified quantity of barley of the price of bread, fine beer, meat, and <em>makkasu</em>-dates, the rations (<em>kurrummatu</em>) of the prebend of <strong>A </strong>before I&scaron;hara, which were imposed (<em>&scaron;akānu</em>) upon him by the palace, from Simānu (III) year 4 to the end of Ta&scaron;rītu (VII) year 6 of Darius. At least 4 witnesses and the scribe (Iddin-Nab&ucirc;//Ahhē-iddin). Addendum: The barley and dates correspond to the earlier documents.<br />
&nbsp;<br />
<strong>A</strong> = Ina-ṣilli-Esagil/Zēria (the alphabet scribe [<em>sēpiru</em>]); <strong>B</strong> = Iddināya(=Iddin-Nab&ucirc;)/Nab&ucirc;-bān-zēri//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 5 72,Nappāhu,21,"Baker 2004, No. 44",VAT 179,,,513,513,,,,,,,,Seals,Landscape,1 seal on lower reverse,,,,,,,,,,,,
8231,MMA 86.11.77,CTMMA 3,95,NB,Babylon city,Promissory notes ina muẖẖi,-,II,-,43,-,Nbk,-,"Promissory note for silver: <strong>B</strong> owes 7 &frac12; shekels of silver of 1/8 alloy to <strong>A</strong>. <strong>B</strong> will pay the capital amount at the end of D&ucirc;zu (IV). Addendum: 3;3 kor of an earlier obligation are not included in this. 2 witnesses and the scribe (Arad-Gula/Balāssu).<br />
&nbsp;<br />
<strong>A</strong> = Gimillu/Marduk-&scaron;umu-ibni//Nappāhu; <strong>B</strong> = Itti-&Scaron;ama&scaron;-balāṭu/Nab&ucirc;-&scaron;umu-lī&scaron;ir<br />
&nbsp;",,Matthias Adelhofer (16/02/17),CTMMA 3 95,Nappāhu,29,"Spar & von Dassow 2000, 197-8; Baker 2004, No. 27",MMA 86.11.77,,,562,562,,,,,,,,,Landscape,,,,,,,,,,,,,
8214,VAT 501+,VS 6,127,Ach,Babylon city,Statements in court/Depositions,-,VI,-,11,-,Dar,-,"Statement before citizens: <strong>A </strong>makes a declaration (<em>qab&ucirc;</em>) to <strong>B<sub>1</sub></strong> before 6 citizens (<em>mār ban&ecirc;</em>). <strong>A </strong>to the effect that he has no claim (<em>ra&scaron;&ucirc;tāya iānu</em>) against <strong>B<sub>2</sub></strong>, son of <strong>B<sub>1</sub></strong>, will not approach him (<em>ka&scaron;ādu</em>). 6 witnesses, among who is another member of the Nappāhu family (Mukīn-zēri/Ea-zēru-iqī&scaron;a//Nappāhu), no scribe.<br />
&nbsp;<br />
<strong>A </strong>= Nidintu/Nab&ucirc;-&scaron;umu-iddin;<strong> B<sub>1</sub> </strong>= Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu;<strong> B<sub>2</sub> </strong>= &Scaron;ellebu/Iddin-Nab&ucirc;/Nappāhu<br />
&nbsp;",,Matthias Adelhofer (15/02/17),VS 6 127,Nappāhu,18,"Baker 2004, No. 9",VAT 501+,,,,,,,,VAT 2045 + VAT 2072 + VAT 2079,,,,,Landscape,,,,,,,,511,,,,,
8490,VAT 510,VS 6,263,,,Indeterminate texts,[-],-,[-],,[-],-,[-],"Fragment of indeterminable content: The operative section is lost. At least 4 witnesses, remainder lost<br />
&nbsp;<br />
No protagonists legible.<br />
&nbsp;",,Matthias Adelhofer (22/02/17),VS 6 263,Nappāhu,,"Baker 2004, No. 265",VAT 510,,,,,,,,,,,,Seals,Landscape,,,,,,,,,,,,,
8474,VAT 506,VS 4,204,Each,Babylon city,Receipts,[-],-,[-],,[-],Dar,[ ],"Receipt for silver (heavily damaged): <strong>A</strong> [receives] from <strong>B</strong> [x shekels of silver] from the promissory note (<em>u</em>ˀ<em>iltu</em>) [for 1 mina 10 shekels? (cf. BM77391 and VAT391)]. 3 witnesses and the scribe (Libluṭ/Nab&ucirc;-[...]//Marduku).<br />
&nbsp;<br />
<strong>A</strong>&nbsp;= Bulṭāya/&Scaron;addinnu//Nūr-S&icirc;n;<strong> B</strong>&nbsp;= &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (22/02/17),VS 4 204,Nappāhu,,"Baker 2004, No. 249",VAT 506,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
8458,BM 77409,Baker 2004,234,Each,Babylon city,Promissory notes ina muẖẖi,-,XII,-,25,-,Dar,-,"Promissory note for silver: <strong>B</strong> owes <strong>A</strong>&nbsp;1 mina of white cut silver of 1/8 alloy. The debt bears a monthly interest of 1 shekel [of silver per min]a. 4 witnesses and the scribe (Lābā&scaron;i-Marduk/Bēl-iddin//S&icirc;n-tabni-uṣur).<br />
&nbsp;<br />
<strong>A</strong>&nbsp;= Ha&scaron;dāya/Nab&ucirc;-aplu-iddin/S&icirc;n-&scaron;ad&ucirc;nu; <strong>B</strong>&nbsp;= &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (22/02/17),Baker 2004 234,Nappāhu,15,"Baker 2004, No. 234",BM 77409,,,496,496,,,,,,,,,Landscape,patch of textile impression in centre of lower obv.,,,,,,,,,,,,
8442,VAT 484,VS 4,81,Each,Babylon city,Receipts,[-],-,[-],8,-,Cam,-,"Receipt for silver: <strong>A</strong>&nbsp;receives from <strong>B</strong>&nbsp;on behalf of <strong>C</strong> 12 shekels of silver. A clause excluding earlier 2 shekels of silver [...] follows. Each party has taken a copy. 3 witnesses and the scribe (Kalbi-Bābu/Nab&ucirc;-muqqu-ēlip//Ea-ibni).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B</strong> = Lābā&scaron;i/Mu&scaron;allim-Marduk//Mu&scaron;ēzib; <strong>C</strong> = Ubāru/Nab&ucirc;-u&scaron;allim",,Matthias Adelhofer (21/02/17),VS 4 81,Nappāhu,,"Baker 2004, No. 220",VAT 484,,,522,522,,,,,,,,,Landscape,,,,,,,,,,,,,
8426,VAT 480,VS 3,126,Each,Babylon city,Receipts,-,XII,-,20,-,Dar,-,"Receipt for barley: <strong>A</strong> receives from <strong>C</strong> on orders (<em>ina qību</em>) of <strong>B</strong> 18;1.4 kor of barley. This barley is of the bow-obligation of <strong>B</strong> which was given to <strong>C</strong>. Further, a promissory note (<em>u</em>ˀ<em>iltu</em>) was drawn up against <strong>C</strong> to the effect of him having to register (<em>izuzzu</em> &Scaron;) it in the writing board (<em>lēˀu</em>) of Bēl and give (proof of) it to <strong>D</strong>. Addendum: The barley of <strong>E</strong> owed by [an illegible party] is paid. 8 witnesses and the scribe (Lī&scaron;iru/Bazūzu).<br />
&nbsp;<br />
<strong>A </strong>= [...]/Niqūdu;<strong> B </strong>= Ubāru/Nādin//&Scaron;ang&ucirc;-I&scaron;tar-Bābili; <strong>C</strong>&nbsp;= Nab&ucirc;-aplu-iddin/Erība-Ea//&Scaron;ang&ucirc;-Nab&ucirc;; <strong>D</strong> = Nab&ucirc;-bullissu/Ubāru//&Scaron;ang&ucirc;-I&scaron;tar-Bābili; <strong>E</strong> = Arad-Madānu<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 126,Nappāhu,7,"Baker 2004, No. 204",VAT 480,,,501,501,,,,,,,,,Landscape,,,,,,,,,,,,,
8409,VAT 146,VS 5,71,Each,Babylon city,Purchases,-,VIII,-,8,-,Dar,-,"Purchase of a slave: <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong> sell <strong><sup>f</sup>C</strong> to <strong>A</strong> for 2 &frac12; minas 5 shekels of cut silver of 1/8 alloy. A clause follows concerning <strong>B<sub>1</sub></strong>&rsquo;s and <strong><sup>f</sup>B<sub>2</sub></strong>&rsquo;s responsibility regarding possible claims (<em>pūt pāqirāni</em>) over <sup>f</sup><strong>C<sub>2</sub></strong>. The price includes 1 &frac12; minas of silver that <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong> owe to <strong><sup>f</sup>D</strong>, for which <strong><sup>f</sup>C</strong> was taken as security. <strong>A</strong> gives the promissory note (<em>uˀiltu</em>) of <strong><sup>f</sup>D</strong> to <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong>. 8 witnesses, <strong><sup>f</sup>D</strong> as <em>ina a&scaron;ābi</em>-witness, and the scribe (Nab&ucirc;-balāssu-iqbi/Nab&ucirc;-ēṭir-nap&scaron;āti//Egibi).<br />
&nbsp;<br />
<strong>A</strong> = Itti-Nab&ucirc;-balāṭu/Nab&ucirc;-mukīn-zēri//Ēṭiru; <strong>B<sub>1</sub></strong> = Nidintu-Bēl/Niqūdu//Adad-&scaron;umu-ere&scaron;; <strong><sup>f</sup>B<sub>2</sub></strong> = <sup>f</sup>Kabtāya/Taqī&scaron;//S&icirc;n-tabni-uṣur (mother of <strong>B<sub>1</sub></strong>); <strong><sup>f</sup>C</strong> = &Scaron;a-Ninlil-ūda (slave of <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong>); <strong><sup>f</sup>D</strong> = <sup>f</sup>Ṭābatu/Nab&ucirc;-ahhē-iddin//S&icirc;n-tabni (wife of <strong>A</strong>; cf. VAT184).<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 5 71,Nappāhu,28,"Baker 2004, No. 188b",VAT 146,VAT 147,8408,514,514,,,,,,,,,Landscape,,,,,,,,,,,,,
8393,VAT 180,VS 5,90,Each,Babylon city,Purchases,-,V,-,19,-,Dar,-,"Purchase of slave: <strong><sup>f</sup>B</strong> sells <strong><sup>f</sup>C</strong>, whose hands are inscribed with the name of <strong><sup>f</sup>A</strong>, to <strong><sup>f</sup>A </strong>for 2 1/3 minas of white cut silver of 1/8 alloy. Full payment has been made. A clause follows concerning <strong>D<sub>1</sub></strong>&rsquo;s and <strong>D<sub>2</sub></strong>&rsquo;s responsibility regarding<strong> <sup>f</sup>C</strong>, in the case of lawsuits (<em>pūt sih&icirc;</em>), vindication (<em>pūt pāqirāni</em>) and claims for the status of a royal slave woman (<em>amat &scaron;arrūti</em>) or freedom (<em>mār ban&ucirc;ti</em>). 1 <em>ina a&scaron;ābi</em>-witness, the mother of <strong><sup>f</sup>B</strong> (<sup>f</sup>Tabluṭu/Bēl-iddin/Rēˀi-sīs&ecirc;), 11 witnesses (including 1 witness added later), and the scribe (Mudammiq-Nab&ucirc;/Nab&ucirc;-zēr-lī&scaron;ir).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A</strong> = <sup>f</sup>Tabluṭu/Iddin-Nab&ucirc;/Nappāhu; <strong><sup>f</sup>B</strong> = <sup>f</sup>Kusippitu/&Scaron;ama&scaron;-zēru-ibni//Rēˀi-sīs&ecirc;; <strong><sup>f</sup>C </strong>= <sup>f</sup>Bānītu- rēˀ&ucirc;a (slave of <strong><sup>f</sup>B</strong>); <strong>D<sub>1</sub></strong> = Bēl-ittannu/Mu&scaron;ēzib-Marduk//Sūhāya; <strong>D<sub>2</sub></strong> = Mūrānu/Mu&scaron;ēzib-Marduk//Sūhāya<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 5 90,Nappāhu,2,"Baker 2004, No. 178",VAT 180,,,503,503,,,,,,,,,Landscape,,,,,,,,,,,,,
8377,VAT 1933+,VS 3,227,,,Promissory notes ina muẖẖi,[-],-,[-],,[-],-,[-],"Promissory note for dates (heavily damaged): <strong>B</strong>&nbsp;owes <strong><sup>f</sup>A</strong> [x kor of dates]. He is to pay it all in Arahsamnu (VIII) in the storehouse (<em>haṣāru</em>) in the <em>ma&scaron;īhu</em>-measure of 1 PI, together with 1 kor a load (of palm-frond ribs [<em>huṣābu</em>]), palm-leaf baskets (<em>tuhallu</em>), date baskets (<em>gip&ucirc;</em>), date-palm fibres (<em>mangagu</em>) and 1 container of pressed dates (<em>darīku</em>). [...] The <em>ṣubātu</em> and the levy of the agricultural supervisor (<em>gugallu</em>) are not paid. 2 witnesses and the scribe ([...]-Nab&ucirc;//[...]).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A</strong> = <sup>f</sup>Ina-Esagil-ram&acirc;t/Balāṭu//Egibi; <strong>B</strong> = [...]/Niqūdu//Pappāya<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 227,Nappāhu,,"Baker 2004, No. 162",VAT 1933+,,,,,lost; Babylon or Nabātu,,,"VAT 1936, VAT 2074",,,,Seals,Landscape,,,,,,,,,,,,,
8360,VAT 2024,VS 3,205,Each,Kār-Nabû,Promissory notes ina muẖẖi,[-],VI,-,,[-],Dar,[ ],"Promissory note for dates (heavily damaged): <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> owe to <strong><sup>f</sup>A</strong> [x.x.].4 kor of dates, [impost (<em>imittu</em>) on her field in Kā]r-Nab&ucirc;. They are to pay [in ... together with ...] 5 loads [of palm-frond ribs (<em>huṣābu</em>) ...]. Addendum: They bear responsibility for each other. 3 witnesses and the scribe ([...]/Lābā&scaron;i/[...]).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A </strong>= <sup>f</sup>Ina-Esagil-ram&acirc;t/Balāṭu//Egibi; <strong>B<sub>1</sub></strong> = [...]-Bēl/Rēmūtu//[S&icirc;n-dāˀin]; <strong>B<sub>2</sub></strong> = Lābā&scaron;i/[...]<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 205,Nappāhu,,"Baker 2004, No. 148",VAT 2024,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
8342,VAT 104,VS 3,67,Each,Babylon city,Promissory notes ina muẖẖi,-,VI,-,8,-,Cyr,-,"Promissory note (<em>imittu</em>) for dates: <strong>B</strong> owes to <strong><sup>f</sup>A<sub>1</sub></strong> and <strong><sup>f</sup>A<sub>2</sub></strong> [x+]2;3.2 kor of dates, impost (<em>imittu</em>) of the harvest of their field in Kār-Ta&scaron;mētu, of which 2/3 is the share of <strong><sup>f</sup>A<sub>1</sub></strong>. He is to pay in Arahsamnu (VIII) 20;1 kor of dates in the <em>ma&scaron;īhu</em>-measure of 1 PI, together with various date-palm products of which only a [container of pressed] dates ([<em>darī</em>]<em>ku</em>) is still legible. 1 witness and the scribe (Bēl-ahhē-iddin/&Scaron;ūzubu//Kānik-bābi). Addendum written inbetween the indication of the witness and the scribe: the levy of the agricultural supervisor (<em>gugallūtu</em>?) and the guard&rsquo;s fee (<em>kādu</em>) are unpaid.<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A<sub>1</sub></strong> = <sup>f</sup>Ina-Esagil-ram&acirc;t(initial ina was erased)/Balāṭu//Egibi; <strong><sup>f</sup>A<sub>2</sub></strong> = <sup>f</sup>Gigītu/Balāṭu//Egibi (sister of <strong><sup>f</sup>A<sub>1</sub></strong>); <strong>B</strong> = Arad-Nergal/Nab&ucirc;-muqqu-elip//Egibi<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 3 67,Nappāhu,24,"Baker 2004, No. 132",VAT 104,,,531,531,,,,,,,,,Landscape,,,,,,,,,,,,,
8326,VAT 138,VS 5,68,Each,Babylon city,Leases,-,VIII,[ ]?,5,-,Dar,-,"Lease of a house (damaged): <strong>A</strong> rents his house to <strong>B</strong> for yearly 1/3 mina 5 shekels of stamped silver of 1/8 alloy. The (damaged) clause concerning half of the payment at the beginning of the year and the remainder in the middle follows. [remainder of obv. lost] [The house is at <strong>B</strong>&rsquo;s disposal from the 1<sup>st</sup>] of Kislīmu (IX), 5<sup>th</sup> year. 3 witnesses and the scribe (Ṭāb-ṣilli-Marduk/Rab-ban&ecirc;).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B</strong> = Bēl-sup&ecirc;-muhur/Bēl-ibni//&Scaron;ang&ucirc;-parakki<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 5 68,Nappāhu,9,"Baker 2004, No. 116",VAT 138,,,,,,,,,,,,,Landscape,,,,,,,,517/516,,,,,
8310,VAT 2089,VS 6,201,Each,Babylon city,Leases,[-],-,[-],11,-,Dar,[ ],"Lease of a house (heavily damaged): the text concerns the rent of the house of <strong>A</strong> [next to the no-through street] and the [tho]roughfare of Nab&ucirc; [and Nanāya] for an illegible [yearly] amount of silver. [Remainder of obv and main part of rev. lost].<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 6 201,Nappāhu,,"Baker 2004, No. 100",VAT 2089,,,,,,,,,,,,,Landscape,,,,,,,,511/510,,,,,
8294,MM 1031,"Wunsch, AuOr 15",5,Each,Babylon city,Leases,-,V,-,2,[ ],Dar,-,"House lease contract (partly damaged): <strong>B</strong> gives to <strong>A</strong> his house that is next to that of <strong>C</strong> for [x amount of silver] until the month Ta&scaron;rītu (VII). 2 witnesses and the scribe ([Mar]duk-&scaron;umu-uṣur/Nab&ucirc;-&scaron;umu-uṣur//Ileˀˀi-Marduk).<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-lū-salim/Iddin-Nab&ucirc;; <strong>B</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>C</strong> = Ṭāb-ṣilli-Marduk/Balāṭu//Rab-ban&ecirc;<br />
&nbsp;",,Matthias Adelhofer (20/02/17),"Wunsch, AuOr 15 5",Nappāhu,9,"Wunsch 1997, 150f.; Baker 2004, No. 84",MM 1031,,,520,520,,,,,,,,,Landscape,,,,,,,,,,,,,
8278,VAT 1920+,VS 5,136,Each,Babylon city,Leases,[-],-,[-],21,[ ]?,Dar,[ ]?,"Lease of prebendary duties (heavily damaged): Only a few meat items of income of certain days, of the 4<sup>th</sup> and the 17<sup>th</sup> day can be perceived on the heavily damaged obverse of the tablet. <strong>A</strong> seems to be the lessee (given the expression <em>ana </em><strong>A</strong> [...] <em>iddin</em>) of the prebend. His duty extends [fr]om the 10<sup>th </sup>day to [x]. 3 witnesses and the scribe(?) ([...]/Iqūpu//&Scaron;umu-lib&scaron;i). The dating is lost apart from the damaged indication of the year.<br />
&nbsp;<br />
<strong>A</strong> = &Scaron;ellebu[/Iddin-Nab&ucirc;//Nappāhu]<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 5 136,Nappāhu,,"Baker 2004, No. 68",VAT 1920+,,,,,,,,VAT 2067,,,,,Landscape,,,,,,,,501/500?,,,,,
8262,BM 77395,Dar.,487,Each,Babylon city,Receipts,-,VIII,-,19,-,Dar,-,"Receipt of silver, price of a prebend: <strong>A</strong> receives in payment from <strong>B</strong> the remaining silver (of unspecified amount) of the price of the prebend of the 8<sup>th</sup> of Nisannu (I) comprising 1 head of a sheep and 1 head of an ox. 5 witnesses and the scribe (Bēl-naˀid/Iddin-Nab&ucirc;//Egi&lt;bi&gt;). Addendum: [Each party has tak]en [a copy]. (For the original document of purchase see BM77551+.)<br />
&nbsp;<br />
<strong>A</strong> = Marduk-rēmanni/Kidinnu(=Kidin-Marduk)//Bēl-eṭēri; <strong>B</strong> = &Scaron;ellebu/Iddināya//Nappāhu;<br />
&nbsp;",,Matthias Adelhofer (16/02/17),Dar. 487,Nappāhu,24,"Baker 2004, No. 57",BM 77395,,,503,503,,,,,,,,,Landscape,,,,,,,,,,,,,
8246,VAT 2035,VS 6,324,,,Leases,[-],-,[-],,[-],-,[-],"Lease of prebendary duties: Concerning a prebend at the disposal of <strong>A</strong>, <strong>B</strong> [will give] [...] one vessel of <em>billatu</em>-beer, [...], and <em>makkasu</em>-dates out of the prebendary payments (<em>ma&scaron;&scaron;artu</em>) to <strong>A</strong>. For the food offerings of I&scaron;hara, <strong>A</strong> supplies bread, high-quality beer, <em>makkasu</em>-dates [and ...], and bears responsibility for interruption (<em>pūt baṭli</em>) and inspection (<em>pūt masnaqti</em>), (as well as?) for [...] the burnt-flour offering (<em>maṣhatu</em>) and the charcoal. Start and duration of the service are lost. Addendum: each party has taken a copy. 3 witnesses. Indication of scribe or date lost.<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B </strong>= Arad-Marduk/x//Eppe&scaron;-ilī<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 6 324,Nappāhu,,"Baker 2004, No. 43",VAT 2035,,,,,place of issue not extant,,,,,,,,Landscape,,,,,,,,,,,,,
8230,VAT 380,VS 6,161,Each,Babylon city,Receipts,-,-,[-],33,-,Dar,-,"Receipt for rations: <strong><sup>f</sup>A </strong>receives (<em>mahāru</em>) 0.2.3 kor, her rations (<em>kurrummatu</em>) from Arahsamnu (VIII) of the 33<sup>rd</sup> year to the end of Ṭebētu (X) of the 33<sup>rd </sup>year, from <strong>B</strong>. Addendum: each party has taken a copy. 3 witnesses and the scribe (Marduk-ēṭir/Itti-Nab&ucirc;-[balāṭu?]//Bēl-eṭēri).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A = </strong>Hīptāya/Balāṭu//Rab-ban&ecirc;; <strong>B</strong> = &Scaron;ellebu/Iddināya//Nappāhu (husband of <strong><sup>f</sup>A</strong>)<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 6 161,Nappāhu,11,"Baker 2004, No. 26",VAT 380,,,489,489,,,,,,,,,Landscape,,,,,,,,,,,,,
8213,VAT 471,VS 6,197,Ach,Babylon city,Lists,no day,-,no month,,no year,-,no king,"List of barley disbursements: 2;1.4 kor barley to <strong>A</strong>; 0;3.4 kor barley at the disposal of (<em>ina</em> igi) <strong><sup>f</sup>B</strong>; 0;0.5 kor barley to <strong>C</strong>; 0;0.5 kor barley at the disposal (<em>ina</em> igi) of <strong><sup>f</sup>B</strong>; rest of list is illegible. These are to be distributed (<em>nadānu</em>). Total amount of 17 <em>pānu</em> (unclear numeral 50 following in same line). No witnesses or scribe are given.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-nādin-&scaron;umi/x//x; <strong><sup>f</sup>B</strong> = <sup>f</sup>&Scaron;idatu/x//x; <strong>C</strong> = Nab&ucirc;-kuṣur&scaron;u/x//x<br />
&nbsp;",,Matthias Adelhofer (15/02/17),VS 6 197,Nappāhu,,"Baker 2004, No. 8",VAT 471,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
8489,VAT 1924,VS 6,170,,,Promissory notes ina muẖẖi,[-],-,[-],,[-],-,[-],"Promissory note(?) (heavily damaged): Most of the operative section is lost. Only the clause concerning the date of payment in the 20<sup>th</sup> year of Darius is partly legible. At least 2 witnesses, remainder lost.<br />
&nbsp;<br />
No protagonists legible.<br />
&nbsp;",,Matthias Adelhofer (22/02/17),VS 6 170,Nappāhu,,"Baker 2004, No. 264",VAT 1924,,,,,,,,,,,,,Landscape,,,,,,,,c. 503/502,,,,,
